name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Habitacion privada en casa rústica en la ciudad,118989162,Marion,Benito Juárez,19.38449,-99.14042,Private room,225,2,6,0.45,3,117
Acogedora habitación en Copilco,283404275,Emilia,Coyoacán,19.33551,-99.1774,Private room,220,3,10,0.72,1,252
Cozy apartment that makes you feel like a local,43786587,Sandra,Benito Juárez,19.39633,-99.15837,Entire home/apt,560,1,6,0.43,4,312
Estudio oficina con sofa cama,74712495,Elizabeth,Iztapalapa,19.36664,-99.1057,Private room,400,1,1,0.08,4,365
Hermoso departamento enla mejor ubicación Polanco,151017996,So,Miguel Hidalgo,19.43225,-99.19046,Entire home/apt,1290,2,0,0.0,3,365
sweet Home,128283021,,Gustavo A. Madero,19.47724,-99.14569,Entire home/apt,450,1,0,0.0,2,364
Bed and Breakfast private bedroom amazing views!,11162136,Eugenia,Miguel Hidalgo,19.43913,-99.18382,Private room,1800,4,0,0.0,1,88
"""Casa Getix 2""",233202371,Carlos,Tlalpan,19.23941,-99.14965,Entire home/apt,650,1,2,0.15,2,365
3Habitación Privada confortable a 5 min Aeropuerto,259224029,Selene,Gustavo A. Madero,19.45067,-99.06098,Private room,600,1,5,0.37,5,365
Comoda y hogareña habitacion privada en hogar,52111902,Ninette,Benito Juárez,19.37834,-99.13727,Private room,230,1,0,0.0,1,179
Hermoso departamento en el corazón de la CDMX-,203501563,Fernando,Cuauhtémoc,19.4187,-99.15007,Entire home/apt,750,3,6,0.46,2,364
Recámara con baño Ángel Independencia/Embajada,67077765,Laura Helena,Cuauhtémoc,19.42935,-99.16827,Private room,230,2,8,0.87,1,363
Ámplia Habitación King size con balcón a 5 min WTC,315979346,Humberto,Benito Juárez,19.3889,-99.17801,Private room,565,1,13,0.94,6,268
Downtown Boutique Apartment with view to the park,42700394,"Hugo Brauer Apartments,",Cuauhtémoc,19.43554,-99.14387,Entire home/apt,1437,2,1,0.08,32,0
⚡️OFERTA*Budapest Tower* Apt fully equipped,47465593,Erikson,Miguel Hidalgo,19.44574,-99.20264,Entire home/apt,833,1,34,2.48,7,2
"Habitación amueblada, Colonia Roma  wifi, gas, luz",100289899,Pablo,Cuauhtémoc,19.42471,-99.15498,Private room,150,7,2,0.15,6,4
NUEVA Suite King en la Nápoles (10),315979346,Humberto,Benito Juárez,19.38797,-99.17907,Private room,552,1,8,0.58,6,270
Habitación Privada con balcón cerca WTC/PepsiCentr,315979346,Humberto,Benito Juárez,19.3895,-99.17934,Private room,520,1,17,1.22,6,270
HABITACIÓN BUGAMBILIA,217771954,Ana,Tlalpan,19.28992,-99.15578,Private room,500,2,5,0.37,5,365
HABITACIÓN GIRASOL,217771954,Ana,Tlalpan,19.28895,-99.15701,Private room,350,2,6,0.44,5,365
"Depto sencillo, cómodo y con todos los servicios",141941920,Miguel,Miguel Hidalgo,19.42959,-99.22208,Private room,210,1,0,0.0,1,88
Departamento de 3 recámaras centrico,136631610,Javier,Venustiano Carranza,19.44747,-99.11747,Entire home/apt,268,3,4,0.32,4,10
DEPARTAMENTO CON VISTA A LA CIUDAD,333065147,Delia,Tlalpan,19.2706,-99.1611,Entire home/apt,495,1,0,0.0,1,365
Cosiest Apt. Near Condesa and Chapultepec Park,333068107,Jonathan,Miguel Hidalgo,19.41013,-99.19007,Entire home/apt,1500,2,35,2.64,1,348
Cómoda Habitación privada a uno pasos del WTC (8),315979346,Humberto,Benito Juárez,19.38954,-99.17953,Private room,510,1,47,3.37,6,270
"NÁPOLES, Nueva y acogedora habitación King!!! (7)",315979346,Humberto,Benito Juárez,19.38803,-99.17779,Private room,555,1,11,0.8,6,270
Habitación Lídice,189119625,Monse,La Magdalena Contreras,19.32252,-99.22201,Private room,850,3,1,0.07,1,180
Estamos a 10 min de Polanco,325301036,Miguel Angel,Miguel Hidalgo,19.44568,-99.17601,Private room,250,1,1,0.08,1,180
Welcome to Mexico! ¡Bienvenidx a México!,5222327,Jackal,Cuauhtémoc,19.43848,-99.1661,Private room,207,1,0,0.0,1,365
Casa Azul,98408609,Mariana,Cuauhtémoc,19.42206,-99.16878,Private room,400,1,1,0.08,1,179
"Una habitación propia - ""Une chambre a soi""",277206151,Irene Beatriz,Benito Juárez,19.39687,-99.16915,Private room,430,7,0,0.0,3,311
"Precioso Departamento, CdMx
zona residencial",333194494,Jose Luis,Benito Juárez,19.38778,-99.15123,Entire home/apt,989,3,2,0.16,1,179
ECONÓMICO DEPARTAMENTO MINIMALISTA.,96671516,Ana,Tlalpan,19.29626,-99.11769,Entire home/apt,582,2,0,0.0,1,25
Renta de Habitación céntrica CDMX,333205086,Fairuz Ahlem,Cuauhtémoc,19.45888,-99.15704,Private room,827,7,0,0.0,1,2
Confortable Habitación Privada en la NÁPOLES,315979346,Humberto,Benito Juárez,19.38791,-99.17953,Private room,499,1,10,0.72,6,270
Casa moderna acogedora,177961650,Leticia,Cuajimalpa de Morelos,19.36516,-99.28399,Entire home/apt,384,30,0,0.0,1,180
Agradable estudio completamente equipado c/terraza,228133279,Laura,Venustiano Carranza,19.42212,-99.10783,Entire home/apt,350,3,8,0.6,2,166
Cómodo y acogedor Condesa Loft!,724730,Roberto,Cuauhtémoc,19.41146,-99.1715,Entire home/apt,900,2,0,0.0,1,20
Departamento de 2 habitaciones junto al WTC,52056042,Karla,Benito Juárez,19.39539,-99.17678,Entire home/apt,1637,1,0,0.0,6,364
Beautiful apartment & amenities Carso @ Polarea,34037742,Gustavo,Miguel Hidalgo,19.4424,-99.20567,Entire home/apt,1590,1,23,1.66,7,174
Amplio y muy cómodo departamento en la Narvarte.,125900064,Elianeth,Benito Juárez,19.39259,-99.15026,Entire home/apt,1000,2,6,0.44,1,74
"Comfy, Intimate Apartment with a Haunting Terrace",240235824,Luis Manuel,Cuauhtémoc,19.43357,-99.13343,Entire home/apt,707,2,72,5.14,3,355
Sofá Cama cerca de Polanco y Plaza Toreo,165259263,Francisco,Miguel Hidalgo,19.45609,-99.21202,Shared room,2230,1,1,0.08,3,179
The Violet Option,30482125,Analía,Cuauhtémoc,19.44154,-99.14852,Entire home/apt,350,2,23,1.81,1,0
Loft in the heart of la Roma | Pool | Gym,134946923,Luis Carlos,Cuauhtémoc,19.41963,-99.17298,Entire home/apt,992,2,7,0.5,25,361
JAIR`S PRIVATE COMFORTABLE,333433310,Jair,Cuauhtémoc,19.40684,-99.15979,Entire home/apt,600,1,2,0.15,1,363
CASA ZAPATA CONDESA /^^^^^\,14731381,Alejandro,Cuauhtémoc,19.41074,-99.17376,Private room,604,1,4,0.31,5,316
Excelente habitación,303150440,Adriana,Benito Juárez,19.37472,-99.13958,Private room,300,1,1,0.07,1,172
Habitación tranquila y luminosa - Escandón,333515443,Susana,Miguel Hidalgo,19.40403,-99.17372,Private room,360,2,2,0.15,1,90
Puente de Piedra 8,274570857,Raul,Tlalpan,19.2954,-99.16393,Entire home/apt,475,3,8,0.58,4,220
Habitación en Colonia Roma Norte.,16481347,Alfredo,Cuauhtémoc,19.42087,-99.15799,Private room,500,2,2,0.15,1,89
Recámara en Departamento Galería,177659053,Marco,Miguel Hidalgo,19.41948,-99.1801,Private room,300,2,2,0.15,1,364
Nuevo y Moderno. Cuenta con Gym y Estacionamiento.,49461776,Luis,Benito Juárez,19.37329,-99.16482,Entire home/apt,1157,1,9,0.67,3,112
Beautiful GREEN apartment balcony Condesa BEST LOC,10535493,Mauricio,Cuauhtémoc,19.41038,-99.1771,Entire home/apt,1984,2,4,0.29,1,101
Hotel El Greco... habitación sencilla,261582867,Hotel El Greco,Álvaro Obregón,19.38728,-99.19577,Private room,825,1,0,0.0,3,365
Depto céntrico/ nuevo /  estacionamiento /tv /WiFi,208707225,Beatriz,Benito Juárez,19.369,-99.15026,Entire home/apt,590,2,22,1.65,1,360
"Cozy, completely new steps away from Reforma",178427450,Rodrigo,Cuauhtémoc,19.42989,-99.169,Entire home/apt,1088,2,17,1.27,11,357
"Recamara colonia Roma, a dos cuadras del metro",45379334,Bere,Cuauhtémoc,19.4056,-99.15893,Private room,250,2,0,0.0,1,90
Hermosa habitación al sur de la Ciudad.,102275387,Carol,Álvaro Obregón,19.33236,-99.24086,Private room,596,1,0,0.0,1,0
Casa moderna y lujosa estilo dúplex,213423910,Claudio,Tlalpan,19.25288,-99.16072,Entire home/apt,2000,1,0,0.0,1,179
"SUPER SEGURO(1)miniDEPA INDEPENDIENTE,UBICADÍSIMO",235572516,Angel,Benito Juárez,19.38931,-99.18746,Entire home/apt,299,2,6,0.47,3,88
Cercanía a TORRE PEMEX,331807130,Arelys,Miguel Hidalgo,19.43947,-99.17733,Private room,500,1,8,0.6,1,179
Sun-filled loft in the heart of Condesa,115085433,Eduardo,Cuauhtémoc,19.40828,-99.17575,Entire home/apt,950,1,1,0.08,1,329
Estancia avante doble,333299876,Sharon,Coyoacán,19.33191,-99.13074,Private room,350,1,0,0.0,1,177
"CDMX Paseo de la Reforma, 4personas. Súper cómodo",107468864,Juan Claudio,Cuauhtémoc,19.43182,-99.16851,Entire home/apt,1099,1,12,0.89,3,179
Hermoso Departamento frente al Parque México,290775985,Alberto,Cuauhtémoc,19.4135,-99.16697,Entire home/apt,600,2,0,0.0,1,90
Habitación confortable con perfecta ubicación.,211233302,Apolonia,Miguel Hidalgo,19.39864,-99.18216,Private room,324,2,1,0.07,1,174
Bienvenido a la Casa de los Gatos WTC,51359801,Leslie,Benito Juárez,19.39227,-99.17743,Private room,340,1,10,0.76,1,3
Amplia habitación con baño privado,52056042,Karla,Benito Juárez,19.39801,-99.17336,Private room,939,1,1,0.08,6,365
"Conoce y disfruta de Cdmx, 15min del ángel",325909685,Felix Dalu,Miguel Hidalgo,19.45228,-99.18463,Private room,300,2,0,0.0,1,364
Very Friendly private BR#2 near El Angel Zona Rosa,69106466,Mario,Cuauhtémoc,19.42427,-99.16766,Private room,500,2,2,0.15,3,179
View Coyoacan,112081751,Myriam,Coyoacán,19.35141,-99.17644,Entire home/apt,850,2,18,1.33,1,159
Room in Heart of Colonia Roma,14686608,Andrea,Cuauhtémoc,19.42092,-99.15989,Private room,880,2,0,0.0,9,365
"""Londres"" Studio con sofá-cama p 1 per. HOSPITALES",247729116,Salvador,Tlalpan,19.29277,-99.15629,Private room,299,15,4,0.29,5,365
"Areopuerto , Foro Sol, Palacio de los deportes",311882429,Juan Carlos,Iztacalco,19.40071,-99.10716,Entire home/apt,900,2,0,0.0,1,179
Habitación privada para una o dos personas,62065842,Tomas,Coyoacán,19.32358,-99.13117,Private room,250,365,2,0.14,3,365
Habitación Roma Sur! Espacio Artístico y Música,301561023,Fer,Benito Juárez,19.40176,-99.16419,Private room,392,4,1,0.07,2,329
Tranquila habitación muy bien ubicada,330658981,Francisco,Tlalpan,19.29341,-99.12495,Shared room,350,2,0,0.0,1,180
Recién remodelada y excelente ubicación,131683119,Laura,Benito Juárez,19.3983,-99.15598,Entire home/apt,1000,1,3,0.22,1,179
Town House cerca a polanco y palmas+Amplia terraza,65796617,Yvonne,Miguel Hidalgo,19.43294,-99.21586,Entire home/apt,1100,3,14,1.08,2,166
La Casa del Fresno (rodeada de árboles y jardines),207587063,Alejandro Eduardo,Álvaro Obregón,19.34711,-99.18289,Entire home/apt,1243,1,0,0.0,1,179
Insurgentes centro,279300288,Vanessa,Cuauhtémoc,19.43632,-99.15689,Private room,330,90,0,0.0,1,365
Room en Loft Minimalista Close to Roma-Condesa,334178667,Edgar,Benito Juárez,19.40083,-99.16254,Private room,750,1,6,0.43,1,89
Industrial apartment with private roof top.,182488173,Ivan,Cuauhtémoc,19.41603,-99.17866,Entire home/apt,1244,1,22,1.59,11,5
Apartment with Panoramic View of DTWN & Reforma,334125971,Cristina,Cuauhtémoc,19.43878,-99.1485,Entire home/apt,979,1,13,0.95,12,273
Polar Room,256845820,Griff,Azcapotzalco,19.4804,-99.20777,Private room,300,30,1,0.08,3,179
Recamara para profesionistas o extranjero Polanco,259402395,Alejandro,Miguel Hidalgo,19.43317,-99.2093,Private room,500,2,0,0.0,1,180
MEXICAN OASIS - 2 BR · 2 BA · Heart of Condesa,25505471,Remy,Cuauhtémoc,19.40907,-99.17226,Entire home/apt,1371,2,40,2.98,20,344
TRAVEL and WORKING,334319427,Armando,Cuauhtémoc,19.40876,-99.13832,Private room,400,2,1,0.08,2,180
Preciosa y moderna habitación privada en Polanco,160362988,Gaby,Miguel Hidalgo,19.43672,-99.19024,Private room,450,1,31,2.29,1,359
"Departamento, céntrico, limpio, acogedor.",334365007,Marcela,Benito Juárez,19.38135,-99.15746,Entire home/apt,1600,3,1,0.07,1,173
Recámara Privada  6 cuadras del Centro de Coyoacán,55669489,Jonathan,Coyoacán,19.34381,-99.1597,Private room,350,2,2,0.15,10,0
"Peaceful, sunny home in Coyoacán.",110372681,Shawna,Coyoacán,19.34825,-99.15921,Entire home/apt,825,84,0,0.0,1,268
Agradable habitación a 5 mins. del aeropuerto,6138136,Cristina,Venustiano Carranza,19.41172,-99.08823,Private room,490,1,0,0.0,1,89
Fabuloso departamento en nuevo Polanco con alberca,119557922,Samuel,Miguel Hidalgo,19.43688,-99.18004,Entire home/apt,797,1,20,1.5,1,0
Moderno depa en el centro de la CDMX,291187610,Carlos,Cuauhtémoc,19.44284,-99.15075,Entire home/apt,669,1,72,5.23,3,363
Departamento moderno y amueblado,76039734,Laura,Cuauhtémoc,19.4248,-99.16668,Entire home/apt,700,7,1,0.08,2,356
"Departamento moderno y amueblado, espacioso",76039734,Laura,Cuauhtémoc,19.4248,-99.1664,Entire home/apt,700,7,0,0.0,2,306
Hostal Morenita,233554399,Erik,Gustavo A. Madero,19.48636,-99.13879,Shared room,210,1,2,0.15,2,365
Young Double height NEW unique CDMX Cleaning Prot,73194914,Mayer,Benito Juárez,19.4014,-99.1456,Entire home/apt,559,2,8,0.6,11,365
600SqFt ROOF GARDEN Penthouse Roma Cibeles,1444089,Brian,Cuauhtémoc,19.42356,-99.16499,Entire home/apt,2033,4,6,0.47,2,0
La Casa del Duende (Casa Chic en CDMX),146774233,Carlos,Álvaro Obregón,19.34267,-99.22471,Entire home/apt,700,3,4,0.3,2,365
Sweet Escape Condesa,63307033,Andres,Cuauhtémoc,19.40728,-99.17249,Entire home/apt,1458,5,1,0.08,9,83
Recámara Privada Barrio tipico Centro de Coyoacán,55669489,Jonathan,Coyoacán,19.34298,-99.15946,Private room,360,2,2,0.16,10,0
Recámara Privada  Excelente ubicación Coyoacán,55669489,Jonathan,Coyoacán,19.34285,-99.16105,Private room,360,2,4,0.3,10,0
Recámara Privada  Excelente ubicación Coyoacán,55669489,Jonathan,Coyoacán,19.34314,-99.15958,Private room,365,2,5,0.37,10,0
2 habitaciones con 1 baño privado en Coyoacán,55669489,Jonathan,Coyoacán,19.34223,-99.1613,Private room,730,2,5,0.38,10,0
"2 habitaciones con 1 baño privado, Gran ubicación",55669489,Jonathan,Coyoacán,19.34291,-99.15972,Private room,730,2,1,0.08,10,0
Cozy Student's Haven -Great for Short & Long Stays,23158627,Maria,Coyoacán,19.31262,-99.12897,Private room,270,3,0,0.0,3,0
Habitación privada con balcón CDMX,41394091,Angel,Benito Juárez,19.38463,-99.14253,Private room,197,3,0,0.0,1,89
casa cerca del parque Desierto de los leones,313795962,Jose Antonio,Cuajimalpa de Morelos,19.32904,-99.29171,Private room,250,1,1,0.07,1,179
The Chopo department,243129514,Veronica Del Carmen,Cuauhtémoc,19.44661,-99.15604,Entire home/apt,356,2,14,1.06,1,362
"Cuarto en Departamento Limpio , Tranquilo y Seguro",334768820,Jimmy,La Magdalena Contreras,19.31261,-99.2245,Private room,1200,1,0,0.0,1,0
A Perfect Stay in Polanco @ Arquimedes,260480946,Key,Miguel Hidalgo,19.43571,-99.19005,Entire home/apt,918,1,48,3.58,6,356
Bonito departamento en molino de rosas,126508370,Ezequiel,Álvaro Obregón,19.37424,-99.19641,Entire home/apt,799,2,0,0.0,1,179
1-2Guest Garage Room w/PrivateBathroom in HCondesa,78871360,Daniel,Cuauhtémoc,19.40706,-99.16981,Private room,201,2,6,0.45,3,354
3 Recamaras! Depto equipado / 3 Bed Room Apartment,248719140,Isaac,Iztapalapa,19.37102,-99.12187,Entire home/apt,899,1,2,0.19,1,0
Very Friendly 2 private BR near EL Ángel Zona Rosa,69106466,Mario,Cuauhtémoc,19.42315,-99.16762,Private room,840,2,0,0.0,3,365
DEPARTAMENTO CLAVEL,105693885,Guillermo,Azcapotzalco,19.45961,-99.1676,Private room,300,1,0,0.0,1,90
"c2  ◠‿◠ New,  cozy, sunny  & modern Condesa/Roma",334800660,Abraham,Cuauhtémoc,19.40245,-99.17078,Entire home/apt,589,1,4,0.32,1,354
Excelente ubicación a 5 min del aeropuerto,160957596,Daniel,Venustiano Carranza,19.42839,-99.10027,Entire home/apt,389,1,43,3.17,1,331
"Suite cerca de WTC, parques, centros   comerciales",218080886,María,Benito Juárez,19.39364,-99.18065,Entire home/apt,450,2,2,0.15,1,183
¿Permanecerás en la CDMX? Aquí: El lugar ideal.,128059810,Carla,Benito Juárez,19.39139,-99.14823,Entire home/apt,550,30,1,0.08,1,0
Nuevo y hermoso depto  frente a un parque natural,75773784,Darling Tatiana,Álvaro Obregón,19.38771,-99.19572,Entire home/apt,985,1,1,0.07,2,90
Edificio Victoria Condesa Depto 2,214812414,Eduardo,Cuauhtémoc,19.41367,-99.1737,Entire home/apt,1397,2,7,0.52,2,364
Cuarto cerca del centro de Coyoacán,335041706,Guadalupe,Coyoacán,19.32821,-99.14644,Private room,206,2,3,0.23,1,364
Bonito dep completamente remodelado en Tlalpan,113139883,Veronica,Tlalpan,19.28487,-99.16425,Entire home/apt,990,1,16,1.17,2,86
"Se renta Lindo Departamento, en muy buena zona.",335044087,,Tlalpan,19.28455,-99.22962,Private room,800,1,1,0.08,1,179
TRAVEL and WORKING,334319427,Armando,Cuauhtémoc,19.40973,-99.13658,Private room,400,2,2,0.15,2,180
"Room - Cerca el AICM, Foro sol",101238140,Jill,Venustiano Carranza,19.42292,-99.10339,Private room,350,1,3,0.23,1,364
Excelente departamento en la col. del valle cdmx,335067197,Sergio Humberto,Benito Juárez,19.38482,-99.1624,Entire home/apt,840,4,1,0.08,1,179
Casa Liverpool-roomview Tree 5 min walking Reforma,83095336,Alonso,Cuauhtémoc,19.42799,-99.15645,Private room,310,2,2,0.16,3,86
Cabañita,330629111,Alfonso,Tlalpan,19.19936,-99.14294,Entire home/apt,600,1,1,0.75,3,179
Beautiful Loft Apartment,132484396,Paola,Benito Juárez,19.3971,-99.16738,Entire home/apt,652,2,59,4.37,1,359
"Un lugar lindo , acogedor. Te encantará regresar",334668585,Tere,Miguel Hidalgo,19.4029,-99.17808,Entire home/apt,857,3,2,0.15,1,179
(3) Stay right next to CHAPULTEPEC PARK & CONDESA,307888271,Neos,Miguel Hidalgo,19.41964,-99.1781,Entire home/apt,1390,3,3,0.24,7,89
Mi KSITA cerca Foro Sol Aeropuerto,107472258,LiLia,Iztacalco,19.38857,-99.06435,Entire home/apt,600,2,3,0.22,1,31
Moderno departamento a 5 min caminando del AICM,161012991,Ximena,Venustiano Carranza,19.43492,-99.08936,Entire home/apt,1200,1,15,1.19,1,267
(4) Few steps away from La Condesa & Chapultepec!,307888271,Neos,Miguel Hidalgo,19.41915,-99.17824,Entire home/apt,1210,3,6,0.46,7,89
"(5) Sunny city apt, perfectly close to EVERYTHING",307888271,Neos,Miguel Hidalgo,19.41793,-99.17861,Entire home/apt,1400,3,5,0.38,7,86
Excellent location!!! /new POLANCO /EXCLUSIVE APT,230418890,Federico,Miguel Hidalgo,19.44503,-99.20298,Entire home/apt,871,2,28,3.28,1,65
(6) Privileged location! Next to CHAPULTEPEC PARK!,307888271,Neos,Miguel Hidalgo,19.41905,-99.17834,Entire home/apt,1210,3,3,0.23,7,81
Departamento Viaducto y Troncoso,227214344,Ricardo,Iztacalco,19.40525,-99.11295,Entire home/apt,800,1,10,0.74,2,168
(8) Stay right next to Chapultepec Park & Condesa!,307888271,Neos,Miguel Hidalgo,19.41758,-99.17935,Entire home/apt,1250,3,2,0.7,7,59
Habitación cómoda y acogedora.,96820649,Monica,Benito Juárez,19.3885,-99.17174,Private room,310,1,4,0.3,1,178
204 de Carola III,181156199,Juan Carlos,Álvaro Obregón,19.38371,-99.19738,Private room,210,1,2,0.16,1,89
Departamento ideal para estudiantes y residentes,233246165,Hector,Tlalpan,19.2683,-99.17313,Shared room,210,2,0,0.0,2,365
casa muy cómoda y hermosa vista,334706453,Alberto,Miguel Hidalgo,19.4376,-99.18802,Entire home/apt,550,15,1,0.08,1,178
Confortable Habitación Privada en Polanco,223689623,German,Miguel Hidalgo,19.44195,-99.19865,Private room,500,1,18,1.36,1,324
"Spacious and quiet room in Condesa, near subway",64117924,Amalia,Cuauhtémoc,19.40772,-99.16951,Private room,375,1,0,0.0,2,363
Departamento Comodo Muy Cercano al aeropuerto,260630677,Gustavo Antonio,Venustiano Carranza,19.41666,-99.08008,Entire home/apt,475,1,48,3.65,2,341
"New, exclusive,private terrace, quiet neighborhood",335333804,Alejandra,Miguel Hidalgo,19.42599,-99.17691,Entire home/apt,1229,1,10,0.75,1,176
nice & cool apt. in the best location - Condesa :),100375038,Gabriel,Cuauhtémoc,19.41505,-99.17126,Entire home/apt,649,2,21,1.63,7,4
Safe and beautiful apartment in CDMX,151524263,Josue,Azcapotzalco,19.48598,-99.21671,Entire home/apt,500,5,29,2.18,1,42
Cozy and vintage Studio,335392161,Elena,Álvaro Obregón,19.34545,-99.18415,Entire home/apt,299,3,1,0.08,1,172
COMODO Y TRENDY DEPARTAMENTO  Y AMENIDADES,46055644,Niu-Living,Benito Juárez,19.38777,-99.15218,Entire home/apt,880,1,4,0.9,5,342
"New & Clean Apt in Polanco, w/ rooftop, gym & pool",335393886,Miksatuksa,Miguel Hidalgo,19.43801,-99.19981,Entire home/apt,1824,1,156,11.79,5,364
Habitación con baño entrada independiente Coyoacán,55669489,Jonathan,Coyoacán,19.34178,-99.1598,Private room,240,2,2,0.16,10,0
DEPA-CO Cómodo | Céntrico | AICM | Foro Sol | Tapo,116158482,Aida,Iztacalco,19.38933,-99.10701,Entire home/apt,600,2,5,0.37,1,270
La casita verde (the  Green  house ),245153592,Henry,Miguel Hidalgo,19.43804,-99.17374,Private room,250,1,10,0.73,3,241
Pintoresco departamento en Hipódromo Condesa,237964714,Gladys,Cuauhtémoc,19.41656,-99.16909,Entire home/apt,967,1,19,1.41,1,263
Cozy & Perfect Apartment! @ CDMX near Reforma!,302431514,Arely,Cuauhtémoc,19.43263,-99.15494,Entire home/apt,750,4,9,0.73,5,249
"Beautiful & Bright 2BR Apt @Cibeles Fountain, Roma",11158532,Rubén,Cuauhtémoc,19.42062,-99.16662,Entire home/apt,1499,3,5,0.39,3,156
